"subj","rt","resp","cond","r1","r2","t1","t2"
4,2570,0,0.9,10,10.519,0,15
4,1962,0,0.9,10,10.7908,0,24
4,2602,0,0.1,10,10.3808,0,15
4,2610,0,0.9,10,10.8511,0,26
4,2356,1,0.5,10,11.08,0,36
4,1744,0,0.5,10,10.51,0,17
4,1600,0,0.5,10,10.48,0,16
4,2638,0,0.1,10,10.9172,0,33
4,2294,0,0.3,10,10.9625,0,33
4,2990,0,0.3,10,10.4239,0,15
4,3570,0,0.7,10,10.4761,0,15
4,2052,1,0.9,10,10.67,0,20
4,2284,1,0.7,10,11.0175,0,33
4,2268,1,0.7,10,10.5062,0,16
4,1622,0,0.5,10,10.78,0,26
4,1902,0,0.3,10,10.9924,0,34
4,2896,0,0.3,10,11.0822,0,37
4,2408,1,0.9,10,11.1531,0,36
4,2902,1,0.7,10,10.5363,0,17
4,1966,0,0.3,10,10.8428,0,29
4,2344,0,0.5,10,10.84,0,28
4,2440,0,0.1,10,10.6788,0,25
4,2342,1,0.3,10,10.5436,0,19
4,2244,0,0.1,10,10.9768,0,35
4,2534,1,0.3,10,11.0523,0,36
4,1896,1,0.7,10,11.1378,0,37
4,1762,0,0.5,10,10.87,0,29
4,2616,0,0.5,10,10.96,0,32
4,2240,1,0.9,10,10.6096,0,18
4,2000,0,0.3,10,10.8129,0,28
4,2742,1,0.3,10,11.0822,0,37
4,2238,0,0.5,10,11.26,0,42
4,2658,1,0.1,10,10.6192,0,23
4,2918,0,0.9,10,10.7304,0,22
4,2452,0,0.5,10,11.23,0,41
4,2722,1,0.1,10,10.5894,0,22
4,1986,1,0.5,10,11.17,0,39
4,3164,1,0.5,10,11.29,0,43
4,2790,0,0.1,10,10.5894,0,22
4,4632,1,0.5,10,10.66,0,22
4,3302,1,0.3,10,10.4538,0,16
4,1892,1,0.5,10,10.51,0,17
4,1748,0,0.5,10,11.02,0,34
4,2942,0,0.5,10,10.6,0,20
4,2144,0,0.5,10,11.23,0,41
4,1944,0,0.5,10,10.6,0,20
4,1878,0,0.5,10,10.6,0,20
4,2972,1,0.9,10,11.4249,0,45
4,1794,0,0.5,10,10.84,0,28
4,1832,0,0.3,10,10.7231,0,25
4,2358,0,0.5,10,10.72,0,24
4,3300,0,0.1,10,10.7086,0,26
4,1958,0,0.1,10,10.7384,0,27
4,1920,0,0.5,10,10.99,0,33
4,2100,1,0.7,10,10.5664,0,18
4,3668,1,0.9,10,10.5492,0,16
4,3190,1,0.3,10,10.8428,0,29
4,2080,0,0.5,10,11.23,0,41
4,2100,0,0.7,10,11.3182,0,43
4,2632,0,0.1,10,10.6192,0,23
4,1840,1,0.5,10,10.57,0,19
4,3156,1,0.9,10,11.3343,0,42
4,1648,0,0.7,10,10.6867,0,22
4,3382,1,0.5,10,11.05,0,35
4,2928,1,0.7,10,11.3483,0,44
4,2082,1,0.9,10,11.1229,0,35
4,2916,0,0.3,10,11.2019,0,41
4,3380,0,0.7,10,10.4761,0,15
4,3718,1,0.7,10,10.5964,0,19
4,2834,1,0.7,10,11.228,0,40
5,2104,1,0.3,10,19.912,0,44
5,2092,0,0.7,10,17.7449,0,22
5,2160,0,0.1,10,14.0493,0,33
5,2220,0,0.7,10,20.1882,0,30
5,2608,1,0.9,10,27.3889,0,42
5,2360,1,0.7,10,22.6316,0,38
5,2078,0,0.5,10,18.033,0,29
5,2780,0,0.9,10,17.9204,0,15
5,2288,1,0.5,10,21.08,0,40
5,2680,1,0.5,10,17.756,0,28
5,2954,1,0.5,10,19.418,0,34
5,2438,1,0.7,10,22.937,0,39
5,2132,0,0.1,10,16.0825,0,43
5,2542,1,0.7,10,22.3261,0,37
5,2138,0,0.9,10,19.6738,0,20
5,2548,0,0.5,10,17.479,0,27
5,2214,1,0.9,10,27.7395,0,43
5,2926,1,0.7,10,24.1586,0,43
5,2300,0,0.7,10,19.272,0,27
5,2856,1,0.9,10,27.3889,0,42
5,2250,0,0.3,10,12.9516,0,16
5,1834,0,0.1,10,12.4228,0,25
5,3002,1,0.3,10,18.9176,0,40
5,1644,0,0.9,10,17.9204,0,15
5,1900,0,0.1,10,11.2029,0,19
5,1886,0,0.7,10,17.4395,0,21
5,1866,0,0.3,10,14.1945,0,21
5,3002,1,0.5,10,19.141,0,33
5,2398,0,0.5,10,16.371,0,23
5,2396,0,0.5,10,15.817,0,21
5,1970,0,0.7,10,15.607,0,15
5,3284,1,0.3,10,18.4204,0,38
5,1842,0,0.1,10,13.0327,0,28
5,1916,1,0.9,10,27.7395,0,43
5,2454,0,0.3,10,16.1832,0,29
5,2778,0,0.5,10,17.479,0,27
5,2240,1,0.5,10,21.357,0,41
5,2590,1,0.7,10,20.4937,0,31
5,2572,0,0.5,10,15.817,0,21
5,1862,1,0.9,10,24.9341,0,35
5,2130,0,0.1,10,15.4725,0,40
5,2138,0,0.7,10,15.607,0,15
5,2648,1,0.9,10,25.2848,0,36
5,2274,0,0.5,10,17.202,0,26
5,2364,1,0.9,10,26.6875,0,40
5,1978,0,0.3,10,16.4318,0,30
5,2000,1,0.5,10,19.972,0,36
5,1874,1,0.9,10,22.4793,0,28
5,2510,0,0.5,10,16.648,0,24
5,2180,0,0.3,10,13.9459,0,20
5,1690,0,0.5,10,15.54,0,20
5,2488,1,0.7,10,22.0207,0,36
5,1992,0,0.5,10,16.648,0,24
5,1952,0,0.3,10,16.6803,0,31
5,1962,0,0.5,10,15.263,0,19
5,2126,0,0.3,10,17.9233,0,36
5,1968,0,0.5,10,17.202,0,26
5,2518,1,0.3,10,19.1662,0,41
5,1686,1,0.5,10,21.357,0,41
5,2174,0,0.3,10,17.1775,0,33
5,2132,0,0.5,10,18.31,0,30
5,1734,1,0.7,10,23.8532,0,42
5,1880,0,0.1,10,15.4725,0,40
5,1732,0,0.1,10,14.2526,0,34
5,2748,1,0.3,10,18.9176,0,40
5,1708,0,0.1,10,14.4559,0,35
5,1594,0,0.5,10,16.925,0,25
5,2204,1,0.7,10,18.0503,0,23
5,1792,0,0.5,10,16.925,0,25
5,1868,1,0.9,10,23.5313,0,31
5,1802,0,0.3,10,18.1719,0,37
5,1866,0,0.5,10,16.648,0,24
5,2426,1,0.5,10,21.08,0,40
5,2480,1,0.5,10,18.864,0,32
5,1790,0,0.1,10,12.6261,0,26
5,1868,1,0.5,10,19.972,0,36
5,1754,0,0.1,10,13.6427,0,31
5,2044,0,0.1,10,13.0327,0,28
5,1910,1,0.5,10,19.972,0,36
5,1658,0,0.1,10,14.2526,0,34
5,1678,1,0.7,10,22.937,0,39
5,2094,1,0.3,10,19.912,0,44
5,2212,1,0.9,10,23.5313,0,31
5,1786,1,0.5,10,21.634,0,42
5,1788,0,0.5,10,15.54,0,20
5,2046,0,0.1,10,16.4891,0,45
5,1946,0,0.1,10,12.0162,0,23
5,2096,1,0.9,10,20.3752,0,22
5,2028,1,0.9,10,27.3889,0,42
5,2634,1,0.5,10,20.249,0,37
5,2576,0,0.7,10,16.8287,0,19
5,1700,0,0.3,10,12.703,0,15
5,1854,1,0.3,10,19.4148,0,42
5,1774,0,0.3,10,14.1945,0,21
5,1746,1,0.7,10,18.3558,0,24
5,2550,1,0.3,10,17.6747,0,35
5,1752,0,0.5,10,16.371,0,23
5,1816,1,0.7,10,19.8828,0,29
5,2464,1,0.9,10,18.6217,0,17
5,1888,1,0.9,10,28.4409,0,45
5,1912,1,0.7,10,21.1045,0,33
5,1876,0,0.5,10,17.756,0,28
5,1974,0,0.1,10,13.4394,0,30
5,2482,1,0.9,10,21.4272,0,25
5,2770,1,0.5,10,17.756,0,28
5,2106,1,0.9,10,20.3752,0,22
5,2050,1,0.7,10,20.7991,0,32
5,1902,1,0.9,10,25.9861,0,38
5,2062,1,0.5,10,18.587,0,31
5,2328,0,0.3,10,17.4261,0,34
5,1874,0,0.5,10,15.817,0,21
5,2374,0,0.3,10,15.4374,0,26
5,2068,1,0.9,10,26.3368,0,39
5,1772,0,0.1,10,14.6592,0,36
5,2034,0,0.3,10,16.1832,0,29
5,2350,1,0.5,10,18.864,0,32
5,2086,1,0.5,10,20.803,0,39
5,2058,0,0.1,10,10.5929,0,16
5,2010,1,0.5,10,19.141,0,33
5,2120,0,0.5,10,14.432,0,16
5,1816,1,0.9,10,22.1286,0,27
5,1878,1,0.9,10,21.0765,0,24
5,1992,0,0.1,10,15.8791,0,42
5,1836,0,0.5,10,14.155,0,15
5,2228,1,0.5,10,20.526,0,38
5,2092,0,0.1,10,16.4891,0,45
5,2000,0,0.1,10,16.4891,0,45
5,2094,1,0.5,10,20.803,0,39
5,2564,0,0.5,10,17.756,0,28
5,2414,0,0.3,10,16.4318,0,30
5,1826,0,0.5,10,15.817,0,21
5,2516,0,0.3,10,17.4261,0,34
5,1950,0,0.1,10,12.2195,0,24
5,2292,1,0.7,10,24.464,0,44
5,2404,1,0.7,10,22.3261,0,37
5,2490,1,0.5,10,17.479,0,27
5,1868,1,0.5,10,20.526,0,38
5,1762,0,0.1,10,12.0162,0,23
5,3138,1,0.5,10,17.756,0,28
5,2042,1,0.9,10,27.7395,0,43
5,2016,1,0.7,10,22.0207,0,36
5,1658,0,0.3,10,14.1945,0,21
5,2516,1,0.7,10,23.5478,0,41
5,2396,1,0.9,10,24.5834,0,34
5,1982,0,0.5,10,15.263,0,19
5,2172,0,0.1,10,11.6095,0,21
5,2008,1,0.5,10,19.141,0,33
5,3198,0,0.1,10,14.2526,0,34
5,2302,0,0.3,10,15.4374,0,26
5,2622,1,0.5,10,18.864,0,32
5,1812,1,0.9,10,22.4793,0,28
5,1966,0,0.1,10,10.5929,0,16
5,2000,0,0.5,10,14.155,0,15
5,2044,0,0.3,10,14.9402,0,24
5,2514,0,0.5,10,14.155,0,15
5,1980,1,0.5,10,17.202,0,26
5,2188,1,0.7,10,22.0207,0,36
5,1942,0,0.5,10,14.709,0,17
5,1940,0,0.3,10,12.9516,0,16
5,1568,0,0.1,10,14.0493,0,33
5,2100,1,0.9,10,24.2327,0,33
5,1812,0,0.1,10,10.3896,0,15
5,2230,0,0.1,10,10.3896,0,15
5,2012,1,0.7,10,17.1341,0,20
5,1826,1,0.3,10,17.1775,0,33
5,1928,0,0.5,10,14.432,0,16
5,1944,1,0.7,10,18.9666,0,26
5,2074,1,0.5,10,19.418,0,34
5,2366,1,0.9,10,25.6354,0,37
5,1958,1,0.7,10,22.0207,0,36
5,2318,1,0.7,10,16.2178,0,17
5,2184,1,0.5,10,18.033,0,29
5,2388,1,0.5,10,17.756,0,28
5,2066,0,0.3,10,15.1888,0,25
5,1956,0,0.5,10,15.263,0,19
5,2314,1,0.7,10,21.7153,0,35
5,2048,0,0.1,10,14.6592,0,36
5,2166,1,0.9,10,25.6354,0,37
5,2284,1,0.9,10,22.83,0,29
5,3044,1,0.5,10,18.864,0,32
6,3656,0,0.5,10,15.566,0,22
6,4440,1,0.7,10,14.996,0,16
6,3574,0,0.3,10,17.2512,0,34
6,4224,1,0.9,10,17.6955,0,20
6,4594,1,0.3,10,18.8831,0,41
6,4648,0,0.5,10,15.06,0,20
6,3130,1,0.1,10,12.4245,0,20
6,3782,1,0.9,10,25.1274,0,45
6,2760,0,0.5,10,16.325,0,25
6,3216,0,0.1,10,13.2594,0,24
6,4532,0,0.1,10,13.6768,0,26
6,3966,1,0.9,10,19.7764,0,27
6,2712,0,0.3,10,17.0181,0,33
6,3234,0,0.5,10,14.048,0,16
6,3368,0,0.1,10,14.303,0,29
6,3020,1,0.7,10,22.2879,0,43
6,2830,0,0.5,10,15.819,0,23
6,3234,0,0.5,10,14.807,0,19
6,3372,1,0.7,10,22.0178,0,42
6,3990,0,0.3,10,17.4844,0,35
6,2774,1,0.5,10,21.132,0,44
6,3046,1,0.9,10,22.1546,0,35
6,3876,1,0.5,10,20.373,0,41
6,3476,0,0.5,10,13.795,0,15
6,4120,1,0.7,10,15.8062,0,19
6,3700,0,0.1,10,16.599,0,40
6,3342,0,0.1,10,14.0943,0,28
6,2756,1,0.7,10,22.0178,0,42
6,4294,1,0.3,10,17.9506,0,37
6,3542,0,0.5,10,19.108,0,36
6,3160,0,0.9,10,17.6955,0,20
6,3808,0,0.9,10,17.3982,0,19
6,2802,0,0.1,10,12.4245,0,20
6,3814,0,0.3,10,15.8525,0,28
6,2198,1,0.7,10,21.7478,0,41
6,4030,0,0.5,10,17.59,0,30
6,2716,0,0.1,10,16.599,0,40
6,4570,0,0.5,10,17.337,0,29
6,2982,0,0.3,10,16.0856,0,29
6,3706,0,0.7,10,18.2368,0,28
6,3490,1,0.9,10,19.7764,0,27
6,3094,1,0.5,10,20.626,0,42
6,2800,0,0.1,10,11.3809,0,15
6,4272,1,0.3,10,14.92,0,24
6,2446,0,0.1,10,11.5896,0,16
6,2866,0,0.5,10,19.108,0,36
6,3202,0,0.3,10,17.4844,0,35
6,3114,1,0.7,10,22.8281,0,45
6,2302,1,0.9,10,21.2628,0,32
6,2878,0,0.3,10,15.6194,0,27
6,4836,1,0.9,10,17.9928,0,21
6,1798,0,0.1,10,15.3466,0,34
6,3158,0,0.5,10,19.361,0,37
6,3386,0,0.3,10,15.3862,0,26
6,4160,0,0.5,10,13.795,0,15
6,3640,0,0.5,10,17.084,0,28
6,2334,1,0.7,10,20.9376,0,38
6,4348,1,0.5,10,19.867,0,39
6,2400,0,0.3,10,19.3494,0,43
6,2776,0,0.1,10,16.8077,0,41
6,3058,0,0.5,10,16.578,0,26
6,4178,0,0.7,10,19.8573,0,34
6,3868,1,0.5,10,15.313,0,21
6,4024,1,0.5,10,20.879,0,43
6,2746,1,0.9,10,21.2628,0,32
6,2658,1,0.9,10,21.8573,0,34
6,2696,1,0.9,10,18.2901,0,22
6,2754,0,0.3,10,16.785,0,32
6,3814,0,0.5,10,20.879,0,43
6,2630,0,0.1,10,13.4681,0,25
6,3100,0,0.5,10,18.855,0,35
6,3074,0,0.5,10,16.831,0,27
6,3568,1,0.9,10,21.8573,0,34
6,4012,0,0.3,10,15.6194,0,27
6,4622,0,0.7,10,17.9668,0,27
6,3360,0,0.5,10,18.855,0,35
6,2804,1,0.7,10,21.4777,0,40
6,2710,0,0.3,10,15.3862,0,26
6,2596,1,0.9,10,20.0737,0,28
6,4476,0,0.5,10,18.349,0,33
6,2032,0,0.1,10,14.9292,0,32
6,4536,0,0.5,10,19.361,0,37
6,3424,0,0.7,10,18.777,0,30
6,4436,1,0.5,10,19.867,0,39
6,1996,0,0.1,10,14.5117,0,30
6,3378,1,0.7,10,16.0762,0,20
6,3748,1,0.5,10,19.108,0,36
6,4264,1,0.5,10,21.385,0,45
6,2782,1,0.5,10,20.12,0,40
6,2342,1,0.9,10,22.4519,0,36
6,3202,0,0.3,10,16.3187,0,30
6,1930,0,0.1,10,15.5554,0,35
6,2678,0,0.1,10,13.6768,0,26
6,3362,0,0.3,10,13.7544,0,19
6,4570,1,0.5,10,18.096,0,32
6,2510,1,0.9,10,23.641,0,40
6,1586,1,0.7,10,20.1273,0,35
6,3022,1,0.7,10,22.8281,0,45
6,2188,1,0.7,10,22.558,0,44
6,2088,0,0.1,10,11.5896,0,16
6,4638,0,0.3,10,15.3862,0,26
6,3714,0,0.1,10,14.9292,0,32
6,4404,0,0.7,10,16.8865,0,23
6,3244,0,0.5,10,18.349,0,33
6,2406,0,0.3,10,13.055,0,16
6,2486,0,0.3,10,16.785,0,32
6,4170,0,0.5,10,19.108,0,36
6,2612,1,0.5,10,21.132,0,44
6,3840,1,0.5,10,19.614,0,38
6,3564,1,0.5,10,19.361,0,37
6,4462,0,0.7,10,18.2368,0,28
6,3660,1,0.7,10,19.8573,0,34
6,2250,1,0.5,10,21.132,0,44
6,4428,0,0.1,10,17.2252,0,43
6,3688,0,0.5,10,18.349,0,33
6,4098,1,0.9,10,18.2901,0,22
6,2782,0,0.9,10,24.2355,0,42
6,4538,0,0.5,10,17.59,0,30
6,1996,1,0.9,10,22.7492,0,37
6,2630,1,0.9,10,20.0737,0,28
6,1904,0,0.1,10,17.4339,0,44
6,2556,0,0.5,10,14.301,0,17
6,2012,0,0.1,10,14.9292,0,32
6,2342,0,0.5,10,16.072,0,24
6,2968,0,0.3,10,18.8831,0,41
6,3412,0,0.5,10,16.325,0,25
6,1974,0,0.1,10,15.7641,0,36
6,4148,0,0.5,10,14.048,0,16
6,2276,0,0.3,10,15.3862,0,26
6,2018,1,0.9,10,20.6683,0,30
6,4188,0,0.1,10,14.0943,0,28
6,2814,1,0.9,10,21.2628,0,32
6,1972,0,0.3,10,17.2512,0,34
6,4352,0,0.7,10,15.5361,0,18
6,3830,1,0.5,10,20.626,0,42
6,4524,1,0.5,10,19.614,0,38
6,1836,0,0.1,10,16.3903,0,39
6,2202,0,0.1,10,16.599,0,40
6,3046,1,0.7,10,20.1273,0,35
6,1810,0,0.7,10,16.3463,0,21
6,3316,0,0.1,10,13.0507,0,23
6,2532,0,0.5,10,18.602,0,34
6,2042,0,0.3,10,16.5519,0,31
6,2488,0,0.5,10,14.048,0,16
6,1934,0,0.3,10,13.2881,0,17
6,3398,0,0.1,10,13.0507,0,23
6,3896,0,0.5,10,16.831,0,27
6,3336,0,0.7,10,18.5069,0,29
6,2836,1,0.7,10,22.2879,0,43
6,2308,0,0.5,10,18.349,0,33
6,2096,0,0.3,10,15.1531,0,25
6,2758,1,0.9,10,20.371,0,29
6,2036,1,0.9,10,21.5601,0,33
6,2834,0,0.5,10,15.06,0,20
6,2980,0,0.3,10,18.65,0,40
6,3372,1,0.5,10,21.132,0,44
6,2914,1,0.9,10,21.5601,0,33
6,3878,0,0.3,10,12.8219,0,15
6,2332,1,0.5,10,20.12,0,40
6,3138,0,0.5,10,18.349,0,33
6,1878,0,0.1,10,15.7641,0,36
6,2614,0,0.9,10,16.8037,0,17
6,3100,0,0.5,10,17.084,0,28
6,2190,0,0.3,10,15.3862,0,26
6,3398,1,0.9,10,17.6955,0,20
6,1882,1,0.7,10,21.4777,0,40
6,1832,1,0.7,10,21.4777,0,40
6,2030,0,0.3,10,16.0856,0,29
7,1986,0,0.5,10,34.068,0,44
7,2390,1,0.9,10,25.3545,0,22
7,2586,1,0.5,10,28.051,0,33
7,1946,0,0.1,10,22.43,0,30
7,2642,0,0.3,10,31.0579,0,42
7,2314,0,0.1,10,26.1465,0,38
7,2294,0,0.5,10,25.863,0,29
7,2094,1,0.1,10,15.4615,0,15
7,2468,0,0.3,10,30.0275,0,40
7,2750,0,0.1,10,21.5009,0,28
7,2398,0,0.3,10,26.9362,0,34
7,2846,0,0.5,10,31.333,0,39
7,2584,0,0.5,10,33.521,0,43
7,3064,0,0.7,10,31.9962,0,37
7,2472,1,0.5,10,20.94,0,20
7,2578,1,0.5,10,24.769,0,27
7,2512,0,0.1,10,28.4694,0,43
7,2794,0,0.3,10,31.5731,0,43
7,2804,1,0.7,10,26.2083,0,27
7,2116,0,0.5,10,32.974,0,42
7,2096,1,0.9,10,21.5779,0,16
7,2598,1,0.5,10,23.675,0,25
7,2386,0,0.5,10,31.88,0,40
7,2162,1,0.9,10,20.9485,0,15
7,2102,1,0.1,10,17.3198,0,19
7,2070,1,0.5,10,21.487,0,21
7,2426,1,0.1,10,18.2489,0,21
7,2724,1,0.7,10,29.681,0,33
7,2570,1,0.5,10,22.581,0,23
7,2128,1,0.5,10,21.487,0,21
7,1686,1,0.9,10,20.9485,0,15
7,2012,0,0.5,10,30.786,0,38
7,2654,0,0.5,10,25.316,0,28
7,2112,0,0.3,10,31.5731,0,43
7,2022,0,0.1,10,21.9654,0,29
7,2944,1,0.7,10,26.2083,0,27
7,2260,0,0.9,10,37.3137,0,41
7,3790,1,0.3,10,25.3905,0,31
7,2000,1,0.9,10,24.7251,0,21
7,2646,0,0.1,10,24.7528,0,35
7,2002,0,0.7,10,33.7325,0,40
7,2404,1,0.3,10,17.1471,0,15
7,2488,0,0.7,10,31.4174,0,36
7,2798,0,0.1,10,20.5717,0,26
7,1906,0,0.3,10,30.0275,0,40
7,2752,0,0.7,10,27.9447,0,30
7,2524,0,0.9,10,34.1666,0,36
7,2010,1,0.9,10,29.1311,0,28
7,2428,1,0.9,10,26.6134,0,24
7,2120,1,0.3,10,19.7232,0,20
7,2098,1,0.7,10,22.1568,0,20
7,3128,0,0.9,10,34.1666,0,36
7,2698,1,0.5,10,23.128,0,24
7,2114,0,0.5,10,26.957,0,31
7,2322,1,0.1,10,17.3198,0,19
7,2152,0,0.7,10,31.4174,0,36
7,2762,1,0.5,10,24.222,0,26
7,1924,0,0.1,10,27.5403,0,41
7,2476,0,0.5,10,32.427,0,41
7,2680,1,0.5,10,28.051,0,33
7,2414,0,0.3,10,24.8753,0,30
7,1604,0,0.3,10,31.0579,0,42
7,2700,0,0.5,10,31.88,0,40
7,2362,0,0.5,10,28.598,0,34
7,1640,0,0.7,10,33.7325,0,40
7,2114,0,0.3,10,27.4514,0,35
7,2046,1,0.7,10,25.0508,0,25
7,1932,1,0.9,10,25.984,0,23
7,1920,0,0.5,10,23.675,0,25
7,2414,0,0.1,10,22.8946,0,31
7,1946,0,0.5,10,30.239,0,37
7,1910,1,0.9,10,26.6134,0,24
7,1770,0,0.1,10,27.0757,0,40
7,2088,0,0.3,10,25.9057,0,32
7,2116,0,0.5,10,24.222,0,26
7,1826,0,0.9,10,34.1666,0,36
7,2454,1,0.5,10,26.957,0,31
7,2658,1,0.7,10,26.7871,0,28
7,2196,0,0.3,10,27.9666,0,36
7,1572,0,0.3,10,26.9362,0,34
7,3160,0,0.5,10,31.333,0,39
7,1552,0,0.5,10,34.068,0,44
7,2546,0,0.5,10,26.957,0,31
7,1888,0,0.7,10,34.8901,0,42
7,1900,1,0.9,10,24.0957,0,20
7,1852,0,0.7,10,36.6265,0,45
7,2196,1,0.5,10,22.581,0,23
7,2258,1,0.7,10,23.3144,0,22
7,1870,0,0.1,10,28.0048,0,42
7,2744,0,0.9,10,34.796,0,37
7,2166,1,0.5,10,20.393,0,19
7,1822,1,0.1,10,15.4615,0,15
7,2472,0,0.3,10,31.0579,0,42
7,2054,1,0.5,10,21.487,0,21
7,2154,1,0.5,10,23.128,0,24
7,2166,0,0.7,10,30.8386,0,35
7,2448,0,0.9,10,25.984,0,23
7,2180,0,0.3,10,24.3601,0,29
7,1984,1,0.5,10,19.299,0,17
7,1986,0,0.7,10,36.6265,0,45
7,2268,0,0.1,10,23.8237,0,33
7,2256,0,0.7,10,26.7871,0,28
7,2010,0,0.5,10,26.41,0,30
7,2274,1,0.9,10,27.2428,0,25
7,2318,0,0.1,10,21.5009,0,28
7,1964,1,0.7,10,23.3144,0,22
7,2326,0,0.7,10,29.1023,0,32
7,1808,0,0.7,10,32.575,0,38
7,3016,0,0.3,10,25.3905,0,31
7,2156,0,0.5,10,28.598,0,34
7,1842,1,0.9,10,24.7251,0,21
7,2852,1,0.7,10,25.6295,0,26
7,1728,0,0.3,10,29.5122,0,39
7,2044,0,0.5,10,29.692,0,36
7,2172,0,0.5,10,25.863,0,29
7,2452,0,0.9,10,31.6489,0,32
7,1872,0,0.5,10,31.333,0,39
7,2022,1,0.1,10,15.9261,0,16
7,2378,0,0.5,10,28.051,0,33
7,2056,1,0.5,10,18.752,0,16
7,2026,0,0.5,10,24.769,0,27
7,1990,1,0.9,10,26.6134,0,24
7,2078,0,0.3,10,31.0579,0,42
7,1878,1,0.7,10,19.2629,0,15
7,2158,0,0.1,10,26.1465,0,38
7,2524,0,0.1,10,29.3985,0,45
7,2416,0,0.9,10,39.8315,0,45
7,2114,0,0.7,10,33.1538,0,39
7,2034,0,0.5,10,25.316,0,28
7,3170,1,0.9,10,30.39,0,30
7,2598,1,0.3,10,20.2384,0,21
7,1856,0,0.5,10,28.598,0,34
7,2000,1,0.9,10,26.6134,0,24
7,1808,0,0.3,10,32.0883,0,44
7,2722,0,0.9,10,34.796,0,37
7,1882,1,0.9,10,28.5017,0,27
7,2152,0,0.3,10,28.997,0,38
7,1924,1,0.7,10,23.8932,0,23
7,2578,0,0.3,10,23.8449,0,28
7,1836,0,0.7,10,35.4689,0,43
7,2108,0,0.3,10,27.9666,0,36
7,2078,1,0.5,10,21.487,0,21
7,2094,0,0.9,10,37.3137,0,41
7,2070,0,0.3,10,26.9362,0,34
7,1552,1,0.9,10,23.4662,0,19
7,1844,1,0.7,10,22.7356,0,21
7,2388,0,0.1,10,23.8237,0,33
7,1878,0,0.1,10,24.2883,0,34
7,1962,0,0.5,10,24.222,0,26
7,2346,0,0.5,10,27.504,0,32
7,2240,0,0.5,10,25.316,0,28
7,2130,1,0.5,10,18.752,0,16
7,1870,1,0.5,10,18.205,0,15
7,2022,0,0.5,10,23.128,0,24
7,2964,1,0.1,10,15.4615,0,15
7,1780,0,0.3,10,22.8145,0,26
7,1668,0,0.9,10,34.1666,0,36
7,1846,1,0.1,10,16.3906,0,17
7,2456,1,0.1,10,15.9261,0,16
7,2706,0,0.7,10,29.681,0,33
7,2626,0,0.5,10,28.051,0,33
7,1646,1,0.7,10,19.2629,0,15
7,1532,1,0.9,10,20.9485,0,15
7,1958,1,0.5,10,20.94,0,20
7,2098,0,0.7,10,29.681,0,33
7,1848,1,0.3,10,17.6623,0,16
7,1652,0,0.3,10,22.8145,0,26
7,1822,0,0.1,10,24.2883,0,34
7,2510,0,0.9,10,34.796,0,37
7,2172,0,0.5,10,29.692,0,36
7,1864,1,0.5,10,19.299,0,17
7,1914,0,0.5,10,25.863,0,29
7,2092,0,0.5,10,25.316,0,28
7,2650,0,0.5,10,23.675,0,25
7,3084,1,0.1,10,17.3198,0,19
7,1698,0,0.5,10,29.145,0,35
7,1780,0,0.1,10,25.2174,0,36
7,1588,0,0.5,10,30.239,0,37
7,2038,0,0.1,10,21.9654,0,29
7,2170,0,0.3,10,25.9057,0,32
8,2726,0,0.5,10,42.296,0,44
8,1934,1,0.9,10,32.8126,0,22
8,2404,0,0.1,10,25.4995,0,33
8,2950,0,0.1,10,23.8587,0,30
8,2700,1,0.7,10,44.841,0,42
8,2332,1,0.9,10,47.5499,0,38
8,3816,0,0.5,10,31.286,0,29
8,2842,1,0.9,10,26.365,0,15
8,3122,0,0.5,10,39.36,0,40
8,3062,1,0.5,10,30.552,0,28
8,3594,0,0.1,10,26.0464,0,34
8,2450,0,0.1,10,28.781,0,39
8,2340,1,0.9,10,52.1553,0,43
8,3712,0,0.5,10,37.158,0,37
8,3846,0,0.3,10,22.2542,0,20
8,3888,0,0.5,10,29.818,0,27
8,4274,1,0.3,10,37.4769,0,43
8,3276,1,0.5,10,41.562,0,43
8,3582,1,0.7,10,32.7488,0,27
8,3866,1,0.5,10,40.828,0,42
8,2322,1,0.3,10,19.6068,0,16
8,4192,0,0.1,10,21.1242,0,25
8,3370,0,0.5,10,39.36,0,40
8,2196,1,0.7,10,23.0751,0,15
8,2512,1,0.7,10,26.2997,0,19
8,3246,0,0.3,10,22.9161,0,21
8,3488,0,0.1,10,18.9365,0,21
8,3188,1,0.9,10,42.9445,0,33
8,1754,1,0.9,10,33.7337,0,23
8,2482,0,0.1,10,18.9365,0,21
8,2750,1,0.5,10,21.01,0,15
8,3822,0,0.5,10,37.892,0,38
8,2302,1,0.9,10,38.3391,0,28
8,2648,0,0.1,10,30.9687,0,43
8,4546,1,0.7,10,34.3611,0,29
8,4480,0,0.5,10,29.818,0,27
8,2348,1,0.9,10,50.3132,0,41
8,2060,0,0.1,10,24.4057,0,31
8,3890,1,0.5,10,25.414,0,21
8,2538,0,0.5,10,35.69,0,35
8,3210,0,0.5,10,39.36,0,40
8,3560,1,0.3,10,18.9449,0,15
8,1854,0,0.5,10,36.424,0,36
8,2374,1,0.9,10,36.4969,0,26
8,3028,1,0.7,10,43.2287,0,40
8,2774,0,0.1,10,23.8587,0,30
8,3430,1,0.7,10,40.0041,0,36
8,4128,0,0.5,10,30.552,0,28
