"subj","rt","resp","cond","r1","r2","t1","t2"
8,2410,1,0.5,10,27.616,0,24
8,3258,1,0.5,10,24.68,0,20
8,4890,0,0.5,10,24.68,0,20
8,1964,1,0.7,10,40.0041,0,36
8,2476,1,0.7,10,30.3304,0,24
8,2106,1,0.9,10,41.1023,0,31
8,3330,0,0.5,10,23.946,0,19
8,4492,0,0.3,10,32.8439,0,36
8,3516,1,0.5,10,29.084,0,26
8,2322,0,0.1,10,29.8748,0,41
8,3040,0,0.5,10,40.094,0,41
8,2676,0,0.3,10,30.8583,0,33
8,2768,1,0.7,10,35.1672,0,30
8,2104,0,0.1,10,30.4218,0,42
8,3152,1,0.7,10,43.2287,0,40
8,3216,1,0.7,10,38.3918,0,34
8,1908,1,0.9,10,49.3921,0,40
8,2820,1,0.9,10,44.7867,0,35
8,2590,1,0.7,10,31.1365,0,25
8,2586,0,0.3,10,24.2398,0,23
8,2690,1,0.5,10,28.35,0,25
8,1824,1,0.9,10,41.1023,0,31
8,1750,1,0.9,10,46.6288,0,37
8,3602,1,0.5,10,27.616,0,24
8,2738,0,0.5,10,39.36,0,40
8,2202,0,0.3,10,30.1965,0,32
8,1784,0,0.1,10,21.6711,0,26
8,3170,0,0.5,10,36.424,0,36
8,2102,1,0.9,10,41.1023,0,31
8,2472,1,0.7,10,33.555,0,28
8,2632,0,0.1,10,27.1403,0,36
8,3738,0,0.3,10,31.5202,0,34
8,2266,0,0.1,10,28.781,0,39
8,2046,0,0.5,10,42.296,0,44
8,2984,0,0.3,10,29.5346,0,31
8,2010,0,0.3,10,36.815,0,42
8,3192,0,0.3,10,22.2542,0,20
8,3086,1,0.7,10,47.2594,0,45
8,3498,1,0.5,10,26.882,0,23
8,2570,1,0.5,10,26.148,0,22
8,2060,0,0.3,10,36.815,0,42
8,2388,0,0.3,10,33.5057,0,37
8,2250,1,0.9,10,30.0494,0,19
8,2800,1,0.9,10,26.365,0,15
8,3156,0,0.5,10,40.828,0,42
8,3780,0,0.3,10,22.9161,0,21
8,3112,1,0.5,10,27.616,0,24
8,3858,0,0.5,10,35.69,0,35
8,4672,0,0.1,10,20.0303,0,23
8,3982,0,0.5,10,31.286,0,29
8,1994,1,0.9,10,28.2072,0,17
8,3452,0,0.5,10,43.03,0,45
8,2806,0,0.5,10,34.222,0,33
8,2774,1,0.7,10,33.555,0,28
8,1992,1,0.7,10,35.1672,0,30
8,3728,1,0.5,10,28.35,0,25
8,4404,1,0.5,10,30.552,0,28
8,1740,1,0.5,10,26.148,0,22
8,3510,1,0.7,10,36.7795,0,32
8,2558,0,0.3,10,34.1676,0,38
8,2676,0,0.1,10,24.4057,0,31
8,3190,0,0.5,10,34.956,0,34
8,3792,1,0.5,10,25.414,0,21
8,2596,1,0.9,10,36.4969,0,26
8,2862,0,0.1,10,28.781,0,39
8,2742,1,0.7,10,40.0041,0,36
8,2278,1,0.7,10,34.3611,0,29
8,3162,0,0.3,10,30.1965,0,32
8,2114,1,0.9,10,48.471,0,39
8,2424,0,0.7,10,23.8812,0,16
8,3384,0,0.5,10,34.222,0,33
8,1682,1,0.7,10,23.8812,0,16
8,3026,1,0.7,10,32.7488,0,27
8,2948,1,0.7,10,30.3304,0,24
8,1786,0,0.5,10,40.828,0,42
8,2332,1,0.5,10,21.01,0,15
8,3932,1,0.7,10,41.6164,0,38
8,3050,1,0.7,10,47.2594,0,45
8,4098,1,0.3,10,34.8295,0,39
8,3568,1,0.7,10,33.555,0,28
8,2858,1,0.7,10,35.1672,0,30
8,1712,0,0.1,10,18.9365,0,21
8,2750,0,0.5,10,34.956,0,34
8,2906,0,0.1,10,20.5772,0,24
8,1728,0,0.5,10,42.296,0,44
8,2118,1,0.9,10,46.6288,0,37
8,2232,0,0.1,10,22.218,0,27
8,1590,1,0.9,10,47.5499,0,38
8,2822,1,0.7,10,29.5242,0,23
8,2004,1,0.9,10,38.3391,0,28
8,1630,0,0.1,10,30.9687,0,43
8,2684,0,0.3,10,32.8439,0,36
8,3240,0,0.3,10,22.9161,0,21
8,4172,1,0.9,10,43.8656,0,34
8,3004,0,0.1,10,17.8426,0,19
8,3258,1,0.9,10,31.8915,0,21
8,2860,0,0.5,10,34.222,0,33
8,2038,0,0.5,10,34.956,0,34
8,3214,0,0.3,10,26.2253,0,26
8,2390,1,0.9,10,42.0234,0,32
8,3636,0,0.5,10,30.552,0,28
8,3248,1,0.3,10,19.6068,0,16
8,3922,1,0.5,10,21.01,0,15
8,2920,1,0.5,10,27.616,0,24
8,4538,1,0.3,10,18.9449,0,15
8,2554,1,0.9,10,36.4969,0,26
8,2894,0,0.3,10,32.8439,0,36
8,3976,1,0.5,10,22.478,0,17
8,2352,0,0.1,10,16.2019,0,16
8,3582,0,0.1,10,25.4995,0,33
8,2142,1,0.9,10,42.9445,0,33
8,2480,0,0.1,10,15.655,0,15
8,1898,1,0.5,10,21.01,0,15
8,3710,0,0.5,10,24.68,0,20
8,1710,0,0.5,10,34.222,0,33
8,2546,1,0.5,10,21.744,0,16
8,4832,1,0.5,10,29.084,0,26
8,2390,0,0.5,10,34.956,0,34
8,2400,0,0.5,10,37.158,0,37
8,1672,1,0.9,10,45.7077,0,36
8,2610,1,0.3,10,20.2686,0,17
8,2232,0,0.3,10,28.2109,0,29
8,4234,0,0.7,10,33.555,0,28
8,2710,0,0.3,10,25.5635,0,25
8,1822,0,0.1,10,17.8426,0,19
8,1554,0,0.1,10,26.5933,0,35
8,1822,0,0.1,10,27.1403,0,36
8,1748,1,0.9,10,46.6288,0,37
8,1686,0,0.3,10,28.2109,0,29
8,2230,0,0.5,10,33.488,0,32
9,4082,1,0.3,10,32.598,0,44
9,2474,1,0.5,10,21.792,0,22
9,3336,0,0.1,10,25.3368,0,33
9,3146,1,0.3,10,25.2982,0,30
9,2728,0,0.5,10,32.512,0,42
9,4428,0,0.5,10,30.368,0,38
9,1882,1,0.3,10,24.7768,0,29
9,2376,1,0.5,10,18.04,0,15
9,3024,0,0.7,10,32.5222,0,40
9,3336,0,0.1,10,22.8778,0,28
9,4388,1,0.3,10,27.3838,0,34
9,4096,0,0.1,10,28.2876,0,39
9,3086,0,0.5,10,33.048,0,43
9,2260,1,0.5,10,20.72,0,20
9,1948,1,0.7,10,25.3143,0,27
9,2252,1,0.7,10,34.1855,0,43
9,1852,0,0.1,10,30.2548,0,43
9,1794,1,0.9,10,26.6564,0,27
9,2332,0,0.1,10,29.763,0,42
9,1570,1,0.7,10,19.2154,0,16
9,1978,1,0.5,10,23.4,0,25
9,2588,0,0.5,10,31.44,0,40
9,1604,1,0.3,10,17.477,0,15
9,1764,1,0.3,10,19.5627,0,19
9,1592,1,0.5,10,21.256,0,21
9,2044,1,0.9,10,23.1533,0,21
9,4478,1,0.5,10,27.688,0,33
9,2280,1,0.9,10,24.321,0,23
9,2434,1,0.7,10,21.9876,0,21
9,2028,1,0.7,10,18.6609,0,15
9,2688,0,0.5,10,30.368,0,38
9,3096,0,0.1,10,22.8778,0,28
9,3082,1,0.9,10,35.9979,0,43
9,2712,1,0.7,10,26.4232,0,29
9,2430,0,0.3,10,23.734,0,27
9,2038,0,0.5,10,31.976,0,41
9,3072,1,0.7,10,27.5321,0,31
9,2008,0,0.9,10,31.3271,0,35
9,2034,0,0.5,10,31.44,0,40
9,1980,1,0.1,10,16.4844,0,15
9,2220,0,0.9,10,31.911,0,36
9,2618,1,0.5,10,23.936,0,26
9,1878,0,0.1,10,28.7794,0,40
9,2950,0,0.1,10,23.8614,0,30
9,3418,1,0.3,10,28.4267,0,36
9,1802,1,0.7,10,25.8688,0,28
9,2502,0,0.1,10,20.9106,0,24
9,2528,1,0.9,10,22.5695,0,20
9,1882,1,0.5,10,20.72,0,20
9,2122,0,0.1,10,26.8122,0,36
9,2018,1,0.5,10,22.864,0,24
9,2106,0,0.5,10,26.616,0,31
9,1856,1,0.1,10,18.4516,0,19
9,2474,0,0.3,10,28.4267,0,36
9,2864,0,0.3,10,23.2125,0,26
9,1688,0,0.3,10,31.0337,0,41
9,3786,0,0.7,10,33.0766,0,41
9,2416,1,0.9,10,30.1594,0,33
9,3388,1,0.3,10,25.2982,0,30
9,2648,0,0.7,10,33.6311,0,42
9,2114,1,0.5,10,28.224,0,34
9,2766,1,0.5,10,28.76,0,35
9,1750,1,0.9,10,25.4887,0,25
9,2378,1,0.9,10,24.321,0,23
9,1854,1,0.7,10,24.2054,0,25
9,2822,0,0.5,10,26.616,0,31
9,3204,0,0.3,10,28.9481,0,37
9,1858,1,0.5,10,22.864,0,24
9,2246,0,0.9,10,34.2463,0,40
9,2428,1,0.5,10,27.152,0,32
9,3446,1,0.5,10,23.936,0,26
9,1696,0,0.7,10,30.3044,0,36
9,2156,0,0.5,10,26.616,0,31
9,2326,1,0.7,10,25.8688,0,28
9,3174,1,0.9,10,31.911,0,36
9,2310,1,0.9,10,30.7433,0,34
9,1644,0,0.5,10,30.904,0,39
9,2934,0,0.5,10,33.584,0,44
9,1896,1,0.9,10,28.9917,0,31
9,1432,0,0.3,10,31.5552,0,42
9,1694,1,0.5,10,20.72,0,20
9,2150,0,0.5,10,34.12,0,45
9,1612,1,0.5,10,22.328,0,23
9,1578,1,0.1,10,19.927,0,22
9,2450,0,0.7,10,33.6311,0,42
9,2184,0,0.3,10,28.9481,0,37
9,2816,1,0.9,10,21.9856,0,19
9,2432,1,0.7,10,18.6609,0,15
9,2480,1,0.9,10,35.414,0,42
9,1994,1,0.5,10,21.256,0,21
9,2120,1,0.5,10,22.864,0,24
9,2620,0,0.7,10,29.7499,0,35
9,2220,1,0.3,10,21.6483,0,23
9,2534,0,0.5,10,25.544,0,29
9,2296,1,0.1,10,17.468,0,17
9,2464,0,0.5,10,34.12,0,45
9,2704,0,0.5,10,27.688,0,33
9,2940,0,0.5,10,25.008,0,28
9,2850,1,0.9,10,28.4079,0,30
9,2854,1,0.5,10,23.4,0,25
9,1920,1,0.9,10,27.2402,0,28
9,1780,1,0.7,10,22.5421,0,22
9,2682,1,0.9,10,29.5756,0,32
9,1906,0,0.5,10,30.368,0,38
9,2854,0,0.3,10,25.8196,0,31
9,1908,1,0.5,10,28.224,0,34
9,1852,1,0.5,10,21.256,0,21
9,2966,0,0.5,10,23.936,0,26
9,2718,0,0.5,10,30.904,0,39
9,2486,0,0.1,10,26.8122,0,36
9,2066,1,0.9,10,27.8241,0,29
9,2746,0,0.1,10,24.845,0,32
9,3560,0,0.9,10,33.6625,0,39
9,2642,1,0.5,10,18.576,0,16
9,4670,1,0.9,10,30.1594,0,33
9,1660,1,0.1,10,16.9762,0,16
9,1746,1,0.9,10,26.6564,0,27
9,3030,1,0.3,10,22.1697,0,24
9,1958,0,0.3,10,31.5552,0,42
9,3820,1,0.3,10,17.477,0,15
9,2480,0,0.3,10,29.4695,0,38
9,2418,0,0.5,10,34.12,0,45
9,1920,0,0.9,10,33.6625,0,39
9,2674,0,0.1,10,22.8778,0,28
9,3998,1,0.5,10,26.08,0,30
9,2288,1,0.9,10,23.1533,0,21
9,2042,1,0.9,10,30.7433,0,34
9,2292,1,0.3,10,22.1697,0,24
9,1652,0,0.1,10,30.7466,0,44
9,2930,0,0.7,10,30.8588,0,37
9,3794,0,0.3,10,23.734,0,27
9,3164,0,0.3,10,29.4695,0,38
9,2088,1,0.7,10,23.0965,0,23
9,2014,1,0.7,10,25.8688,0,28
9,3830,0,0.7,10,34.1855,0,43
9,3344,1,0.5,10,29.296,0,36
9,2032,1,0.1,10,19.4352,0,21
9,1968,0,0.1,10,29.2712,0,41
9,2734,1,0.3,10,27.3838,0,34
9,1692,1,0.3,10,19.5627,0,19
9,1712,1,0.3,10,20.6055,0,21
9,2278,1,0.7,10,28.641,0,33
9,1884,1,0.9,10,30.7433,0,34
9,1696,1,0.7,10,24.7599,0,26
9,2402,1,0.7,10,28.0866,0,32
9,2152,1,0.5,10,25.008,0,28
9,1510,1,0.5,10,18.576,0,16
9,2054,1,0.7,10,18.6609,0,15
9,1790,1,0.5,10,22.864,0,24
9,1518,1,0.1,10,16.4844,0,15
9,2106,1,0.5,10,23.936,0,26
9,1946,0,0.5,10,29.296,0,36
9,1796,1,0.5,10,19.112,0,17
9,1516,1,0.5,10,18.576,0,16
9,3062,0,0.3,10,26.8624,0,33
9,3500,0,0.3,10,26.8624,0,33
9,1836,1,0.5,10,18.04,0,15
9,1598,1,0.5,10,18.04,0,15
9,1676,1,0.5,10,20.72,0,20
9,2066,0,0.1,10,25.3368,0,33
9,1706,1,0.7,10,19.2154,0,16
9,1788,1,0.7,10,24.7599,0,26
9,2398,0,0.1,10,25.8286,0,34
9,2480,0,0.5,10,29.832,0,37
9,2722,0,0.1,10,26.8122,0,36
9,1832,1,0.9,10,20.8179,0,17
9,2482,0,0.5,10,25.544,0,29
9,1644,1,0.5,10,25.008,0,28
9,1760,0,0.1,10,21.4024,0,25
9,1668,1,0.7,10,20.8787,0,19
9,2544,0,0.1,10,26.3204,0,35
9,2828,1,0.5,10,29.296,0,36
9,2804,0,0.1,10,27.304,0,37
9,1796,1,0.9,10,27.8241,0,29
9,2630,0,0.3,10,26.341,0,32
10,4232,1,0.1,10,30.2967,0,44
10,3578,1,0.9,10,51.1512,0,22
10,3166,0,0.1,10,24.0098,0,33
10,3754,0,0.3,10,35.1986,0,30
10,3114,1,0.5,10,56.62,0,42
10,3716,0,0.3,10,42.4171,0,38
10,2718,1,0.9,10,62.6981,0,29
10,3106,1,0.7,10,31.6362,0,15
10,3410,1,0.7,10,64.5782,0,40
10,2808,1,0.5,10,47.74,0,34
10,3362,1,0.5,10,53.29,0,39
10,2434,1,0.7,10,68.5313,0,43
10,2732,1,0.5,10,51.07,0,37
10,2784,0,0.3,10,26.1754,0,20
10,3636,1,0.9,10,59.399,0,27
10,4224,1,0.5,10,57.73,0,43
10,2860,0,0.3,10,46.9287,0,43
10,3338,0,0.5,10,39.97,0,27
10,2102,1,0.9,10,84.1424,0,42
10,3772,1,0.5,10,27.76,0,16
10,4678,0,0.5,10,37.75,0,25
10,3206,0,0.1,10,28.0106,0,40
10,3138,1,0.9,10,39.6043,0,15
10,4600,1,0.5,10,31.09,0,19
10,2830,0,0.3,10,27.0777,0,21
10,3518,1,0.7,10,39.5423,0,21
10,4230,0,0.5,10,46.63,0,33
10,3122,1,0.9,10,52.8008,0,23
10,2380,1,0.7,10,39.5423,0,21
10,2720,0,0.3,10,21.6638,0,15
10,3576,0,0.1,10,26.8675,0,38
10,4174,0,0.5,10,41.08,0,28
10,2042,1,0.9,10,85.792,0,43
10,3854,0,0.3,10,34.2963,0,29
10,3444,1,0.9,10,59.399,0,27
10,3478,0,0.3,10,45.1241,0,41
10,2808,0,0.5,10,44.41,0,31
10,2144,0,0.3,10,27.0777,0,21
10,4986,1,0.5,10,48.85,0,35
10,2026,0,0.3,10,44.2218,0,40
10,3424,1,0.7,10,31.6362,0,15
10,2318,1,0.9,10,74.2451,0,36
10,3846,1,0.7,10,64.5782,0,40
10,3232,1,0.5,10,43.3,0,30
10,2282,1,0.9,10,74.2451,0,36
10,2900,0,0.3,10,33.3939,0,28
10,2552,0,0.1,10,18.8659,0,24
10,3644,0,0.5,10,32.2,0,20
10,2422,0,0.5,10,32.2,0,20
10,2182,1,0.9,10,74.2451,0,36
10,2634,0,0.5,10,36.64,0,24
10,2578,0,0.1,10,22.8667,0,31
10,2208,1,0.7,10,59.3075,0,36
10,2212,0,0.3,10,31.5893,0,26
10,3344,1,0.7,10,65.8959,0,41
10,3100,1,0.5,10,55.51,0,41
10,1994,0,0.1,10,24.0098,0,33
10,1866,0,0.1,10,22.2952,0,30
10,1824,0,0.1,10,29.1536,0,42
10,2620,0,0.1,10,28.0106,0,40
10,2728,0,0.3,10,38.8078,0,34
10,2078,0,0.3,10,39.7102,0,35
10,4018,1,0.7,10,44.813,0,25
10,3830,0,0.5,10,35.53,0,23
10,1898,0,0.3,10,36.1009,0,31
10,1812,0,0.1,10,26.2959,0,37
10,1762,0,0.1,10,18.8659,0,24
10,3058,1,0.7,10,64.5782,0,40
10,3982,0,0.5,10,45.52,0,32
10,3066,1,0.9,10,57.7495,0,26
10,2726,1,0.7,10,59.3075,0,36
10,2856,1,0.9,10,61.0486,0,28
10,3206,1,0.5,10,49.96,0,36
10,2638,1,0.5,10,47.74,0,34
10,3816,0,0.1,10,27.439,0,39
10,2126,0,0.1,10,30.2967,0,44
10,2086,1,0.9,10,65.9973,0,31
10,2388,1,0.7,10,67.2136,0,42
10,4208,1,0.5,10,32.2,0,20
10,1916,1,0.9,10,89.0911,0,45
10,3214,1,0.7,10,42.1777,0,23
10,4180,1,0.5,10,34.42,0,22
10,3764,1,0.5,10,56.62,0,42
10,3748,0,0.1,10,16.0082,0,19
10,3718,1,0.5,10,26.65,0,15
10,3912,1,0.5,10,56.62,0,42
10,2054,0,0.3,10,27.0777,0,21
10,2204,0,0.1,10,18.8659,0,24
10,2492,1,0.7,10,57.9898,0,35
10,3960,0,0.3,10,28.8823,0,23
10,2704,1,0.7,10,50.0837,0,29
10,3660,0,0.3,10,23.4684,0,17
10,2080,0,0.3,10,48.7334,0,45
10,2742,1,0.9,10,61.0486,0,28
10,3476,0,0.1,10,22.2952,0,30
10,2416,1,0.7,10,44.813,0,25
10,2658,1,0.9,10,61.0486,0,28
10,3796,0,0.5,10,34.42,0,22
10,3336,1,0.7,10,54.0368,0,32
10,2910,1,0.7,10,61.9429,0,38
10,4500,1,0.7,10,52.7191,0,31
10,4428,1,0.5,10,47.74,0,34
10,4126,0,0.5,10,33.31,0,21
10,2780,0,0.3,10,31.5893,0,26
10,4392,1,0.5,10,53.29,0,39
10,2968,1,0.5,10,49.96,0,36
10,4504,0,0.3,10,34.2963,0,29
10,3620,1,0.5,10,45.52,0,32
10,2246,1,0.9,10,79.1937,0,39
10,4280,1,0.7,10,32.9539,0,16
10,3516,0,0.3,10,37.9055,0,33
10,4320,0,0.7,10,32.9539,0,16
10,3758,1,0.7,10,47.4484,0,27
10,3132,1,0.5,10,56.62,0,42
10,3064,0,0.3,10,21.6638,0,15
10,2292,0,0.1,10,26.8675,0,38
10,4308,0,0.1,10,30.8683,0,45
10,4114,1,0.5,10,59.95,0,45
10,2062,1,0.9,10,79.1937,0,39
10,2244,0,0.1,10,21.1521,0,28
10,4894,0,0.5,10,43.3,0,30
10,3022,0,0.9,10,49.5017,0,21
10,2174,1,0.9,10,70.9459,0,34
10,2926,1,0.9,10,54.4503,0,24
10,2176,0,0.3,10,47.831,0,44
10,2386,1,0.5,10,51.07,0,37
10,2064,0,0.1,10,20.5806,0,27
10,4264,1,0.5,10,52.18,0,38
10,3418,1,0.9,10,52.8008,0,23
10,3200,1,0.7,10,48.7661,0,28
10,4226,1,0.5,10,57.73,0,43
10,2094,1,0.9,10,74.2451,0,36
10,3612,1,0.5,10,33.31,0,21
10,3472,1,0.7,10,65.8959,0,41
10,3840,1,0.5,10,47.74,0,34
10,4348,0,0.7,10,36.9069,0,19
10,2404,1,0.9,10,49.5017,0,21
10,1960,0,0.3,10,37.9055,0,33
10,4262,1,0.5,10,38.86,0,26
10,3464,1,0.5,10,45.52,0,32
10,1850,0,0.1,10,21.1521,0,28
10,3166,1,0.3,10,22.5661,0,16
10,2732,1,0.5,10,26.65,0,15
10,1888,0,0.1,10,18.8659,0,24
10,2920,1,0.5,10,26.65,0,15
10,2100,0,0.1,10,20.009,0,26
10,4472,0,0.3,10,40.6125,0,36
10,2872,1,0.7,10,34.2716,0,17
10,2004,1,0.9,10,41.2539,0,16
10,3474,1,0.5,10,46.63,0,33
10,4252,0,0.3,10,37.9055,0,33
10,3454,1,0.9,10,39.6043,0,15
10,2686,0,0.5,10,26.65,0,15
10,3494,1,0.9,10,47.8521,0,20
10,4254,1,0.7,10,55.3545,0,33
10,3380,1,0.7,10,32.9539,0,16
10,3704,1,0.3,10,31.5893,0,26
10,4602,0,0.1,10,24.5813,0,34
10,3734,1,0.5,10,51.07,0,37
10,3664,1,0.5,10,49.96,0,36
10,2166,0,0.1,10,14.8652,0,17
10,1992,0,0.1,10,21.7236,0,29
10,4210,1,0.5,10,41.08,0,28
10,3226,1,0.5,10,37.75,0,25
10,2706,0,0.1,10,25.1529,0,35
10,3768,1,0.5,10,49.96,0,36
10,2350,1,0.9,10,75.8946,0,37
10,3116,1,0.9,10,62.6981,0,29
10,2550,0,0.1,10,23.4382,0,32
11,3052,0,0.5,10,14.444,0,44
11,2712,0,0.7,10,12.8483,0,22
11,2426,1,0.9,10,15.1046,0,33
11,2482,0,0.5,10,13.03,0,30
11,2532,0,0.3,10,13.5122,0,42
11,2772,1,0.3,10,13.1289,0,38
11,1620,1,0.7,10,13.5915,0,29
11,2978,0,0.5,10,11.515,0,15
11,1930,1,0.5,10,14.04,0,40
11,3754,1,0.3,10,12.1707,0,28
11,3444,0,0.3,10,12.7456,0,34
11,3556,1,0.3,10,13.2248,0,39
11,3052,1,0.5,10,14.343,0,43
11,1812,0,0.1,10,11.9118,0,37
11,2238,0,0.3,10,11.4041,0,20
11,3250,1,0.3,10,12.0749,0,27
11,3974,1,0.5,10,14.343,0,43
11,2432,1,0.5,10,14.343,0,43
11,2018,1,0.7,10,13.3791,0,27
11,2482,1,0.9,10,16.1343,0,42
11,1990,0,0.3,10,11.0208,0,16
11,3192,0,0.3,10,11.8832,0,25
11,2470,1,0.5,10,14.04,0,40
11,3240,0,0.5,10,11.515,0,15
11,1796,1,0.9,10,13.5027,0,19
11,2240,0,0.1,10,10.5105,0,21
11,2996,0,0.7,10,12.7421,0,21
11,2094,0,0.1,10,11.5614,0,33
11,1866,1,0.7,10,12.9544,0,23
11,1932,1,0.9,10,13.7315,0,21
11,2142,0,0.5,10,11.515,0,15
11,1968,1,0.9,10,15.6767,0,38
11,2478,0,0.5,10,12.828,0,28
11,1992,0,0.1,10,12.4372,0,43
11,2040,1,0.9,10,14.6469,0,29
11,4242,0,0.5,10,12.727,0,27
11,1918,1,0.9,10,16.0199,0,41
11,2062,0,0.1,10,11.3863,0,31
11,3720,1,0.7,10,12.7421,0,21
11,2624,1,0.7,10,14.2285,0,35
11,3122,0,0.1,10,12.1745,0,40
11,1876,1,0.5,10,11.515,0,15
11,2030,0,0.1,10,11.8242,0,36
11,3678,1,0.7,10,13.273,0,26
11,2288,0,0.5,10,14.04,0,40
11,3034,1,0.5,10,13.03,0,30
11,1942,0,0.1,10,11.8242,0,36
11,3900,0,0.5,10,12.828,0,28
11,3488,1,0.5,10,12.424,0,24
11,2134,1,0.7,10,12.6359,0,20
11,1600,0,0.1,10,10.4229,0,20
11,3698,0,0.5,10,13.636,0,36
11,3416,0,0.3,10,11.7874,0,24
11,3226,1,0.7,10,13.8038,0,31
11,1672,0,0.1,10,10.3353,0,19
11,2166,0,0.1,10,11.8242,0,36
11,2048,1,0.9,10,14.3036,0,26
11,2386,1,0.3,10,13.4164,0,41
11,2772,1,0.5,10,14.141,0,41
11,3238,1,0.3,10,12.6498,0,33
11,2362,0,0.5,10,13.03,0,30
11,1558,0,0.1,10,12.3497,0,42
11,3450,1,0.5,10,14.04,0,40
11,2080,1,0.7,10,14.1224,0,34
11,3504,0,0.7,10,14.7594,0,40
11,3226,1,0.9,10,15.3334,0,35
11,3456,0,0.5,10,12.525,0,25
11,3900,0,0.5,10,12.323,0,23
11,1580,0,0.3,10,11.8832,0,25
11,2794,1,0.5,10,13.131,0,31
11,1826,1,0.9,10,15.5622,0,37
11,1938,0,0.3,10,11.7874,0,24
11,4336,1,0.5,10,14.04,0,40
11,3980,0,0.3,10,12.554,0,32
11,3568,1,0.7,10,13.273,0,26
11,2026,1,0.9,10,15.4478,0,36
11,2550,1,0.9,10,14.8757,0,31
11,2696,0,0.5,10,12.828,0,28
11,1712,0,0.1,10,11.8242,0,36
11,2534,1,0.5,10,13.434,0,34
11,2516,1,0.9,10,15.7911,0,39
11,4602,1,0.7,10,15.1841,0,44
11,4382,1,0.5,10,13.131,0,31
11,4042,1,0.5,10,14.242,0,42
11,2056,0,0.1,10,10.4229,0,20
11,2062,1,0.9,10,16.4776,0,45
11,3616,1,0.5,10,12.323,0,23
11,1774,1,0.9,10,13.8459,0,22
11,1694,0,0.1,10,12.3497,0,42
11,4398,1,0.7,10,14.4409,0,37
11,3500,0,0.5,10,11.919,0,19
11,3498,0,0.1,10,9.985,0,15
11,4380,0,0.5,10,14.242,0,42
11,4020,1,0.9,10,13.7315,0,21
11,3408,1,0.7,10,13.0606,0,24
11,4690,1,0.5,10,13.535,0,35
11,2586,0,0.3,10,11.6916,0,23
11,2210,0,0.1,10,11.2111,0,29
11,2306,1,0.7,10,12.3174,0,17
11,2296,1,0.7,10,15.2903,0,45
11,3518,1,0.9,10,15.1046,0,33
11,3728,1,0.5,10,12.828,0,28
11,2096,1,0.9,10,14.7613,0,30
11,2356,1,0.7,10,13.1668,0,25
11,3780,0,0.3,10,12.1707,0,28
11,1654,0,0.1,10,10.5981,0,22
11,2240,0,0.1,10,11.4739,0,32
11,2038,1,0.5,10,13.838,0,38
11,4810,0,0.1,10,11.3863,0,31
11,1920,1,0.7,10,14.1224,0,34
11,2462,0,0.5,10,12.121,0,21
11,1966,0,0.1,10,10.9484,0,26
11,1874,1,0.9,10,15.7911,0,39
11,3344,1,0.3,10,12.9373,0,36
11,2510,1,0.9,10,14.6469,0,29
11,2962,0,0.5,10,13.232,0,32
11,1788,1,0.9,10,15.7911,0,39
11,3084,0,0.5,10,11.616,0,16
11,2034,1,0.5,10,13.333,0,33
11,3692,0,0.3,10,11.0208,0,16
11,3390,0,0.5,10,12.727,0,27
11,2102,1,0.7,10,13.0606,0,24
11,1808,0,0.1,10,12.3497,0,42
11,2584,0,0.5,10,11.515,0,15
11,2494,1,0.5,10,13.838,0,38
11,1904,0,0.5,10,14.545,0,45
11,2108,0,0.3,10,13.7997,0,45
11,4546,0,0.3,10,13.2248,0,39
11,1552,0,0.1,10,11.1235,0,28
11,1738,1,0.9,10,14.7613,0,30
11,2988,0,0.5,10,12.121,0,21
11,1788,1,0.7,10,14.1224,0,34
11,2226,1,0.5,10,12.424,0,24
11,2554,0,0.5,10,14.444,0,44
11,2536,1,0.7,10,14.4409,0,37
11,2458,0,0.3,10,12.0749,0,27
11,1634,0,0.1,10,11.9993,0,38
11,2708,1,0.7,10,12.9544,0,23
11,3456,1,0.5,10,12.828,0,28
11,2702,1,0.9,10,16.2488,0,43
11,3154,1,0.5,10,13.636,0,36
11,2560,1,0.9,10,13.7315,0,21
11,2718,0,0.5,10,14.141,0,41
11,1750,1,0.9,10,15.219,0,34
11,1830,0,0.1,10,10.3353,0,19
11,2012,1,0.5,10,12.121,0,21
11,4390,1,0.5,10,13.333,0,33
11,2236,0,0.1,10,11.649,0,34
11,2102,1,0.7,10,13.273,0,26
11,2142,1,0.9,10,14.9901,0,32
11,2296,1,0.7,10,13.4853,0,28
11,4116,1,0.5,10,11.616,0,16
11,1652,1,0.9,10,13.045,0,15
11,1854,1,0.7,10,13.0606,0,24
11,3314,0,0.5,10,11.515,0,15
11,3432,0,0.5,10,12.626,0,26
11,3024,1,0.5,10,13.636,0,36
11,1574,1,0.7,10,12.3174,0,17
11,1508,0,0.1,10,10.0726,0,16
11,3124,0,0.3,10,12.6498,0,33
11,1990,0,0.3,10,12.6498,0,33
11,3242,0,0.5,10,11.515,0,15
11,1598,1,0.9,10,13.045,0,15
11,3644,0,0.5,10,12.02,0,20
11,3586,1,0.3,10,12.6498,0,33
11,1998,0,0.3,10,11.0208,0,16
11,2004,0,0.3,10,11.979,0,26
11,1672,1,0.9,10,15.219,0,34
11,3986,1,0.7,10,14.4409,0,37
11,1892,1,0.9,10,15.4478,0,36
11,3560,0,0.5,10,11.717,0,17
11,3696,0,0.3,10,12.2665,0,29
11,2490,0,0.1,10,11.1235,0,28
